Game #,Seed,Gemini Turn Order,Gemini Rules,Gemini Strategy,Gemini Win,Gemini bluffs,Gemini bluffs_caught,Gemini challenges,Gemini challenges_correct,Gemini card_guesses_total,Gemini card_guesses_correct,Gemini cards_guessed,Gemini cards_guessed_correct,ChatGPT Turn Order,ChatGPT Rules,ChatGPT Strategy,ChatGPT Win,ChatGPT bluffs,ChatGPT bluffs_caught,ChatGPT challenges,ChatGPT challenges_correct,ChatGPT card_guesses_total,ChatGPT card_guesses_correct,ChatGPT cards_guessed,ChatGPT cards_guessed_correct,Grok Turn Order,Grok Rules,Grok Strategy,Grok Win,Grok bluffs,Grok bluffs_caught,Grok challenges,Grok challenges_correct,Grok card_guesses_total,Grok card_guesses_correct,Grok cards_guessed,Grok cards_guessed_correct,Claude Turn Order,Claude Rules,Claude Strategy,Claude Win,Claude bluffs,Claude bluffs_caught,Claude challenges,Claude challenges_correct,Claude card_guesses_total,Claude card_guesses_correct,Claude cards_guessed,Claude cards_guessed_correct,Mistral Turn Order,Mistral Rules,Mistral Strategy,Mistral Win,Mistral bluffs,Mistral bluffs_caught,Mistral challenges,Mistral challenges_correct,Mistral card_guesses_total,Mistral card_guesses_correct,Mistral cards_guessed,Mistral cards_guessed_correct
529,94642831,1,-1,-1,0,0,0,2,0,0,0,,,3,-1,1,0,0,0,2,0,2,1,,,4,1,1,1,1,0,0,0,2,1,,,-1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
530,1523901483,1,1,-1,0,0,0,3,1,0,0,,,3,1,1,0,1,1,0,0,3,1,,,4,-1,-1,0,0,0,1,0,3,1,,,1,1,3,0,0,0,2,0,,,,,,,,,,,,,,,,
531,354939876,1,-1,1,0,2,2,0,0,0,0,,,3,-1,-1,0,0,0,3,1,3,1,,,4,1,-1,1,0,0,1,1,2,0,,,1,0,2,2,2,2,3,3,,,,,,,,,,,,,,,,
532,2788506561,1,1,1,0,2,0,4,2,5,2,,,3,1,-1,0,0,0,0,0,6,4,,,4,-1,1,0,2,2,0,0,5,3,,,-1,1,0,0,0,0,5,2,,,,,,,,,,,,,,,,
533,1994060811,4,1,1,0,1,0,3,1,8,3,,,2,1,-1,1,1,0,0,0,5,3,,,3,-1,1,0,1,1,0,0,3,2,,,-1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
534,1523901483,4,-1,-1,0,0,0,2,0,0,0,,,2,-1,1,0,2,0,2,1,6,2,,,3,1,1,1,0,0,0,0,5,2,,,-1,0,2,1,0,0,4,1,,,,,,,,,,,,,,,,
535,3419729322,4,1,-1,0,1,0,2,0,6,3,,,2,1,1,0,2,1,0,0,8,5,,,3,-1,-1,1,1,0,1,1,7,1,,,1,0,4,1,1,1,8,4,,,,,,,,,,,,,,,,
536,2176736909,4,-1,1,1,0,0,1,1,6,0,,,2,-1,-1,0,0,0,3,1,0,0,,,3,1,-1,0,1,1,0,0,7,4,,,1,0,3,1,0,0,4,3,,,,,,,,,,,,,,,,
537,2625633111,3,-1,1,0,1,0,3,1,4,1,,,1,-1,-1,0,0,0,2,0,0,0,,,2,1,-1,1,0,0,1,1,5,1,,,1,0,4,2,0,0,6,3,,,,,,,,,,,,,,,,
538,965460643,3,1,1,0,1,0,2,2,7,1,,,1,1,-1,1,0,0,0,0,6,3,,,2,-1,1,0,3,1,0,0,5,3,,,-1,0,1,1,1,0,8,5,,,,,,,,,,,,,,,,
539,1223849503,3,-1,-1,0,0,0,3,1,0,0,,,1,-1,1,0,1,1,1,0,0,0,,,2,1,1,0,2,0,0,0,8,3,,,-1,1,11,0,1,0,11,9,,,,,,,,,,,,,,,,
540,2788506561,3,1,-1,0,0,0,1,0,6,1,,,1,1,1,1,0,0,1,1,9,6,,,2,-1,-1,0,0,0,0,0,9,4,,,1,0,3,1,0,0,5,3,,,,,,,,,,,,,,,,
541,3260290596,2,1,-1,0,0,0,3,1,6,3,,,4,1,1,0,1,1,0,0,12,6,,,1,-1,-1,0,0,0,0,0,10,4,,,1,1,8,0,0,0,12,9,,,,,,,,,,,,,,,,
542,1837016955,2,-1,1,0,1,1,1,0,0,0,,,4,-1,-1,0,0,0,3,1,0,0,,,1,1,-1,0,0,0,0,0,4,0,,,1,1,4,0,0,0,4,0,,,,,,,,,,,,,,,,
543,354939876,2,1,1,1,2,0,4,3,6,2,,,4,1,-1,0,0,0,1,0,5,1,,,1,-1,1,0,3,2,0,0,7,3,,,-1,0,1,1,1,0,8,4,,,,,,,,,,,,,,,,
544,783810668,2,-1,-1,1,2,1,2,2,5,4,,,4,-1,1,0,2,1,1,1,3,1,,,1,1,1,0,2,2,0,0,0,0,,,-1,0,0,0,2,1,6,4,,,,,,,,,,,,,,,,
545,192992941,1,-1,-1,0,0,0,2,0,0,0,,,3,-1,1,1,3,0,2,1,4,3,,,4,1,1,0,0,0,1,0,4,2,,,-1,0,2,1,0,0,4,1,,,,,,,,,,,,,,,,
546,2064593633,1,1,-1,0,0,0,3,1,0,0,,,3,1,1,0,2,1,1,0,3,1,,,4,-1,-1,1,1,1,1,1,2,0,,,1,0,4,2,2,2,3,2,,,,,,,,,,,,,,,,
547,94642831,1,-1,1,0,1,1,1,0,0,0,,,3,-1,-1,0,0,0,3,1,4,2,,,4,1,-1,0,1,1,0,0,4,3,,,1,1,1,1,2,2,4,0,,,,,,,,,,,,,,,,
548,2485707010,1,1,1,0,5,1,4,3,7,3,,,3,1,-1,1,0,0,1,1,5,2,,,4,-1,1,0,2,1,0,0,4,2,,,-1,0,2,2,0,0,7,1,,,,,,,,,,,,,,,,
549,1523901483,4,1,1,0,0,0,2,0,0,0,,,2,1,-1,0,5,2,0,0,5,4,,,3,-1,1,1,0,0,0,0,7,5,,,-1,0,2,0,3,2,8,2,,,,,,,,,,,,,,,,
550,94642831,4,-1,-1,0,0,0,4,2,2,1,,,2,-1,1,0,1,1,1,0,0,0,,,3,1,1,0,2,2,0,0,3,0,,,-1,1,2,1,2,2,3,1,,,,,,,,,,,,,,,,
551,783810668,4,1,-1,0,0,0,3,1,5,2,,,2,1,1,0,0,0,0,0,9,4,,,3,-1,-1,1,0,0,0,0,9,7,,,1,0,2,1,0,0,6,4,,,,,,,,,,,,,,,,
552,965460643,4,-1,1,1,2,0,3,2,2,1,,,2,-1,-1,0,0,0,3,1,0,0,,,3,1,-1,0,1,1,0,0,1,0,,,1,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,
553,2625633111,3,-1,1,0,0,0,2,0,0,0,,,1,-1,-1,0,0,0,2,0,6,4,,,2,1,-1,1,0,0,1,1,5,0,,,1,0,2,1,0,0,4,1,,,,,,,,,,,,,,,,
554,354939876,3,1,1,0,1,0,2,0,0,0,,,1,1,-1,1,1,0,0,0,8,7,,,2,-1,1,0,1,1,0,0,7,4,,,-1,0,3,0,1,1,10,8,,,,,,,,,,,,,,,,
555,1223849503,3,-1,-1,0,0,0,2,0,4,1,,,1,-1,1,0,0,0,2,0,0,0,,,2,1,1,0,6,0,0,0,9,8,,,-1,1,1,0,0,0,7,2,,,,,,,,,,,,,,,,
556,1837016955,3,1,-1,0,0,0,2,1,4,2,,,1,1,1,0,0,0,0,0,8,3,,,2,-1,-1,1,0,0,1,1,8,6,,,1,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,
557,3260290596,2,1,-1,0,0,0,1,1,9,2,,,4,1,1,1,7,0,0,0,14,10,,,1,-1,-1,0,0,0,0,0,15,6,,,1,0,2,1,0,0,6,3,,,,,,,,,,,,,,,,
558,2485707010,2,-1,1,0,1,1,1,0,0,0,,,4,-1,-1,0,0,0,3,1,0,0,,,1,1,-1,0,0,0,1,0,2,0,,,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,
559,3419729322,2,1,1,0,0,0,2,0,0,0,,,4,1,-1,0,1,1,0,0,6,3,,,1,-1,1,1,1,0,1,1,6,2,,,-1,0,2,0,2,0,6,3,,,,,,,,,,,,,,,,
560,1994060811,2,-1,-1,0,0,0,3,1,0,0,,,4,-1,1,0,0,0,2,0,3,2,,,1,1,1,0,1,1,0,0,3,1,,,-1,1,1,0,0,0,2,0,,,,,,,,,,,,,,,,
561,2064593633,1,-1,-1,0,1,0,2,0,0,0,,,3,-1,1,0,3,0,3,1,4,0,,,4,1,1,1,0,0,0,0,2,0,,,-1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
562,2176736909,1,1,-1,0,1,1,2,1,0,0,,,3,1,1,0,1,1,0,0,4,4,,,4,-1,-1,0,0,0,2,1,5,2,,,1,1,3,0,0,0,5,5,,,,,,,,,,,,,,,,
563,192992941,1,-1,1,0,2,0,2,0,0,0,,,3,-1,-1,0,0,0,2,0,0,0,,,4,1,-1,0,0,0,0,0,4,3,,,1,1,5,0,1,0,6,5,,,,,,,,,,,,,,,,
564,2788506561,1,1,1,0,2,1,2,1,0,0,,,3,1,-1,0,1,1,2,1,2,1,,,4,-1,1,1,0,0,2,1,2,1,,,-1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1153661519,2,-1,-1,0,1,1,1,0,0,0,,,0,0,1,-1,-1,0,0,0,3,2,,,2,1,2,0,3,-1,-1,1,0,0,,,2,0,2,1,,,,,,,,,,,,,,,4,-1,-1,0,,
584,3977195492,2,1,-1,0,2,0,1,0,10,2,,,6,4,1,1,-1,1,5,0,0,0,,,17,6,13,4,3,1,-1,0,3,0,,,12,5,20,5,,,,,,,,,,,,,,,4,1,-1,0,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1317300980,2,1,-1,0,1,0,1,0,8,3,6,5,1,1,-1,1,0,0,0,0,11,5,14,9,3,1,-1,0,0,0,0,0,13,9,12,3,,,,,,,,,,,,,4,1,-1,0,0,0,2,0,0,0,0,0
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2625633111,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,1,0,0,0,0,9,6,13,6,3,1,-1,0,0,0,0,0,7,3,6,4,1,1,-1,0,7,0,0,0,12,6,9,5,,,,,,,,,,,,
607,2485707010,4,1,-1,0,0,0,3,1,8,3,10,4,2,1,-1,0,0,0,2,0,8,2,10,3,3,1,-1,1,0,0,0,0,9,5,7,2,1,1,-1,0,4,1,1,0,5,2,3,3,,,,,,,,,,,,
608,2788506561,4,1,-1,0,1,1,0,0,0,0,0,0,2,1,-1,1,0,0,0,0,7,0,9,5,3,1,-1,0,2,0,0,0,8,5,8,0,1,1,-1,0,3,0,2,1,4,1,2,1,,,,,,,,,,,,
609,3260290596,4,1,-1,0,0,0,2,0,10,6,8,3,2,1,-1,1,0,0,0,0,14,8,18,17,3,1,-1,0,2,0,0,0,17,15,15,8,1,1,-1,0,0,0,1,0,6,4,6,5,,,,,,,,,,,,
610,1223849503,3,1,-1,0,0,0,2,0,5,2,3,0,1,1,-1,0,1,0,1,0,8,6,5,3,2,1,-1,0,0,0,0,0,11,8,10,7,4,1,-1,1,0,0,0,0,8,5,14,11,,,,,,,,,,,,
611,354939876,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,0,0,0,0,0,12,11,13,5,2,1,-1,1,0,0,0,0,11,6,14,13,4,1,-1,0,0,0,0,0,12,7,8,6,,,,,,,,,,,,
612,783810668,3,1,-1,0,3,1,0,0,11,3,10,4,1,1,-1,0,0,0,1,0,11,4,10,3,2,1,-1,0,1,1,1,0,0,0,0,0,4,1,-1,1,1,0,2,2,10,4,12,4,,,,,,,,,,,,
613,192992941,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,1,0,0,0,0,6,1,8,3,2,1,-1,0,0,0,0,0,4,0,4,3,4,1,-1,0,5,0,0,0,8,5,6,0,,,,,,,,,,,,
614,965460643,2,1,-1,0,1,1,1,0,0,0,0,0,4,1,-1,0,0,0,1,0,5,3,6,1,1,1,-1,0,0,0,2,1,4,2,2,2,3,1,-1,1,0,0,0,0,5,2,6,4,,,,,,,,,,,,
615,1994060811,2,1,-1,0,1,0,2,0,23,12,14,12,4,1,-1,0,2,0,0,0,14,10,12,6,1,1,-1,1,0,0,0,0,16,10,26,13,3,1,-1,0,1,0,1,0,5,3,6,4,,,,,,,,,,,,
616,1837016955,2,1,-1,0,0,0,2,0,0,0,0,0,4,1,-1,1,0,0,0,0,8,4,12,5,1,1,-1,0,0,0,0,0,11,4,8,5,3,1,-1,0,2,0,0,0,7,2,6,0,,,,,,,,,,,,
617,1523901483,2,1,-1,0,1,0,1,0,6,3,3,0,4,1,-1,1,1,0,0,0,12,9,15,12,1,1,-1,0,0,0,0,0,9,7,8,6,3,1,-1,0,0,0,0,0,13,11,14,12,,,,,,,,,,,,
618,2064593633,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,1,3,0,0,0,9,2,13,0,4,1,-1,0,0,0,0,0,7,1,6,4,2,1,-1,0,5,0,1,0,12,2,9,1,,,,,,,,,,,,
619,3419729322,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,1,0,0,0,11,9,14,4,4,1,-1,0,0,0,0,0,8,4,6,6,2,1,-1,1,10,0,0,0,13,5,12,8,,,,,,,,,,,,
620,2176736909,1,1,-1,0,2,2,0,0,0,0,0,0,3,1,-1,0,2,1,0,0,12,11,17,8,4,1,-1,0,2,1,1,1,10,6,10,9,2,1,-1,1,0,0,3,3,16,10,11,10,,,,,,,,,,,,
621,94642831,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,0,0,0,0,7,3,8,4,4,1,-1,0,0,0,0,0,11,6,8,4,2,1,-1,1,0,0,0,0,9,5,11,6,,,,,,,,,,,,
622,3419729322,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,0,2,1,1,0,4,3,2,0,3,1,-1,1,0,0,2,2,3,1,4,2,1,1,-1,0,2,1,0,0,3,1,4,3,,,,,,,,,,,,
623,1523901483,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,1,0,0,0,0,8,7,8,4,3,1,-1,0,0,0,1,0,8,5,8,6,1,1,-1,0,0,0,1,0,4,2,4,4,,,,,,,,,,,,
624,3260290596,4,1,-1,0,0,0,1,0,4,1,2,1,2,1,-1,0,2,0,0,0,9,4,9,4,3,1,-1,1,0,0,1,1,8,4,10,4,1,1,-1,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,
625,2064593633,4,1,-1,0,0,0,1,0,0,0,0,0,2,1,-1,1,0,0,0,0,4,4,4,2,3,1,-1,0,0,0,2,0,4,2,4,3,1,1,-1,0,0,0,0,0,4,2,4,3,,,,,,,,,,,,
626,1994060811,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,1,3,0,0,0,6,3,11,5,2,1,-1,0,1,1,0,0,3,0,2,0,4,1,-1,0,1,0,2,1,10,5,6,3,,,,,,,,,,,,
627,192992941,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,0,0,0,0,0,8,5,6,3,2,1,-1,1,0,0,0,0,10,7,14,6,4,1,-1,0,0,0,2,0,13,6,11,9,,,,,,,,,,,,
628,94642831,3,1,-1,0,0,0,2,1,5,3,3,2,1,1,-1,0,1,1,1,0,5,2,3,0,2,1,-1,0,0,0,1,0,6,2,7,4,4,1,-1,1,0,0,0,0,5,2,8,3,,,,,,,,,,,,
629,1837016955,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,0,0,0,1,0,4,2,4,2,2,1,-1,1,1,0,0,0,7,2,9,4,4,1,-1,0,6,0,0,0,9,3,7,1,,,,,,,,,,,,
630,354939876,2,1,-1,0,1,1,2,1,0,0,0,0,4,1,-1,1,19,0,0,0,51,30,52,35,1,1,-1,0,4,0,2,2,50,34,53,32,3,1,-1,0,3,2,0,0,8,4,4,1,,,,,,,,,,,,
631,2485707010,2,1,-1,0,0,0,3,1,6,3,6,4,4,1,-1,1,1,0,0,0,12,6,14,13,1,1,-1,0,0,0,0,0,14,13,12,5,3,1,-1,0,1,1,0,0,6,4,6,4,,,,,,,,,,,,
632,783810668,2,1,-1,0,0,0,2,0,0,0,0,0,4,1,-1,0,0,0,1,1,12,8,12,7,1,1,-1,0,1,1,0,0,8,6,6,2,3,1,-1,1,0,0,0,0,11,6,13,11,,,,,,,,,,,,
633,965460643,2,1,-1,0,2,0,3,1,11,3,9,3,4,1,-1,0,0,0,0,0,14,5,16,1,1,1,-1,0,2,1,0,0,16,6,14,7,3,1,-1,1,3,1,1,1,15,4,17,7,,,,,,,,,,,,
634,2788506561,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,0,0,0,0,8,5,6,5,4,1,-1,0,0,0,0,0,11,7,10,7,2,1,-1,1,6,0,0,0,9,6,12,6,,,,,,,,,,,,
635,2176736909,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,0,0,0,0,22,13,14,4,4,1,-1,1,0,0,0,0,18,5,22,9,2,1,-1,0,0,0,2,0,18,8,22,13,,,,,,,,,,,,
636,1223849503,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,1,0,1,0,8,5,9,6,4,1,-1,1,0,0,1,1,9,5,7,5,2,1,-1,0,3,1,0,0,7,5,8,4,,,,,,,,,,,,
637,2625633111,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,1,0,1,0,6,4,8,2,4,1,-1,0,1,0,0,0,8,5,7,2,2,1,-1,1,0,0,1,0,8,2,7,7,,,,,,,,,,,,
638,192992941,4,1,-1,0,0,0,1,0,6,1,3,0,2,1,-1,1,0,0,0,0,13,3,17,11,3,1,-1,0,0,0,0,0,13,5,10,1,1,1,-1,0,8,0,0,0,14,7,16,4,,,,,,,,,,,,
639,3419729322,4,1,-1,0,1,1,1,0,0,0,0,0,2,1,-1,0,0,0,0,0,7,5,6,6,3,1,-1,1,0,0,0,0,7,6,10,5,1,1,-1,0,5,0,1,1,9,6,7,6,,,,,,,,,,,,
640,1994060811,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,0,2,1,0,0,8,5,8,4,3,1,-1,1,2,0,1,1,10,7,10,5,1,1,-1,0,2,1,2,1,10,5,10,8,,,,,,,,,,,,
641,2485707010,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,1,0,0,0,0,5,1,8,8,3,1,-1,0,0,0,1,0,4,4,2,0,1,1,-1,0,5,0,1,0,7,6,6,3,,,,,,,,,,,,
642,1837016955,3,1,-1,0,0,0,2,1,5,2,3,1,1,1,-1,0,0,0,1,0,9,3,12,6,2,1,-1,1,0,0,0,0,9,4,12,5,4,1,-1,0,1,1,0,0,9,5,5,2,,,,,,,,,,,,
643,1523901483,3,1,-1,0,2,0,1,0,6,1,3,3,1,1,-1,0,0,0,1,0,9,6,8,4,2,1,-1,1,0,0,1,1,8,7,10,4,4,1,-1,0,1,1,0,0,8,5,10,8,,,,,,,,,,,,
644,1223849503,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,0,5,2,1,1,6,4,8,5,2,1,-1,1,3,0,0,0,8,6,7,2,4,1,-1,0,1,1,2,2,8,4,7,7,,,,,,,,,,,,
645,354939876,3,1,-1,0,0,0,2,0,0,0,0,0,1,1,-1,0,0,0,1,0,4,1,2,0,2,1,-1,1,0,0,0,0,6,0,8,4,4,1,-1,0,1,0,1,0,7,3,7,0,,,,,,,,,,,,
646,2788506561,2,1,-1,0,0,0,3,1,5,1,3,3,4,1,-1,0,0,0,1,0,14,11,20,17,1,1,-1,1,1,0,0,0,15,11,18,9,3,1,-1,0,4,1,1,0,16,10,9,4,,,,,,,,,,,,
647,2176736909,2,1,-1,0,0,0,1,0,6,1,3,2,4,1,-1,1,0,0,0,0,9,3,9,8,1,1,-1,0,1,0,1,0,8,6,11,2,3,1,-1,0,4,0,1,0,8,4,8,2,,,,,,,,,,,,
648,2625633111,2,1,-1,0,0,0,2,0,0,0,0,0,4,1,-1,1,0,0,0,0,8,2,8,6,1,1,-1,0,0,0,0,0,8,4,8,4,3,1,-1,0,6,0,0,0,8,5,8,1,,,,,,,,,,,,
649,783810668,2,1,-1,1,2,0,2,2,5,2,8,3,4,1,-1,0,0,0,0,0,6,2,7,4,1,1,-1,0,1,1,1,0,5,3,3,0,3,1,-1,0,1,1,1,0,5,0,3,0,,,,,,,,,,,,
650,965460643,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,0,0,0,0,8,1,6,0,4,1,-1,0,0,0,0,0,13,5,12,5,2,1,-1,1,9,0,0,0,11,4,14,5,,,,,,,,,,,,
651,94642831,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,1,0,0,0,0,8,4,10,4,4,1,-1,0,0,0,0,0,8,4,6,2,2,1,-1,0,1,0,1,0,9,3,9,5,,,,,,,,,,,,
652,2064593633,1,1,-1,0,1,1,1,0,0,0,0,0,3,1,-1,1,3,1,0,0,7,7,6,0,4,1,-1,0,0,0,1,1,4,1,2,2,2,1,-1,0,0,0,3,1,5,1,8,7,,,,,,,,,,,,
653,3260290596,1,1,-1,0,0,0,2,0,0,0,0,0,3,1,-1,0,2,0,0,0,17,14,18,10,4,1,-1,0,0,0,0,0,12,8,10,6,2,1,-1,1,0,0,0,0,17,11,18,17,,,,,,,,,,,,
654,2788506561,4,1,-1,0,0,0,2,1,3,1,2,0,2,1,-1,1,0,0,2,1,4,1,3,3,3,1,-1,0,1,1,0,0,3,2,5,1,1,1,-1,0,3,1,1,0,0,0,0,0,,,,,,,,,,,,
655,783810668,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,0,0,0,0,0,6,4,5,2,3,1,-1,1,0,0,1,1,5,2,6,3,1,1,-1,0,3,1,0,0,4,1,4,2,,,,,,,,,,,,
656,1223849503,4,1,-1,0,0,0,1,0,5,2,3,2,2,1,-1,0,0,0,0,0,9,3,12,5,3,1,-1,1,0,0,0,0,10,3,11,5,1,1,-1,0,1,0,1,0,5,4,3,0,,,,,,,,,,,,
657,3260290596,4,1,-1,0,0,0,2,0,0,0,0,0,2,1,-1,1,0,0,0,0,3,1,6,4,3,1,-1,0,0,0,1,0,3,1,2,2,1,1,-1,0,3,0,1,0,5,4,3,0,,,,,,,,,,,,
658,94642831,3,1,-1,0,0,0,2,0,6,3,3,1,1,1,-1,1,0,0,0,0,9,5,12,7,2,1,-1,0,0,0,0,0,10,5,11,8,4,1,-1,0,2,0,0,0,9,6,8,3,,,,,,,,,,,,
659,2176736909,3,1,-1,0,0,0,2,1,3,2,5,1,1,1,-1,0,1,1,1,0,0,0,0,0,2,1,-1,0,1,1,1,0,3,1,2,1,4,1,-1,1,0,0,2,1,4,1,3,2,,,,,,,,,,,,
660,965460643,3,1,-1,0,2,1,2,1,5,1,6,2,1,1,-1,0,3,1,1,0,11,2,14,7,2,1,-1,0,3,1,0,0,10,6,10,4,4,1,-1,1,4,1,3,3,13,6,9,2,,,,,,,,,,,,
661,2064593633,3,1,-1,0,0,0,2,1,5,2,3,2,1,1,-1,0,4,1,1,0,8,4,9,0,2,1,-1,1,0,0,1,1,7,2,10,6,4,1,-1,0,1,1,1,0,5,3,3,3,,,,,,,,,,,,
